,date_time,mid,instrument
3288,2019-03-05 13:29:59,125.429,K
3289,2019-03-05 13:34:59,106.09,B
3290,2019-03-05 13:39:59,105.798,J
3291,2019-03-05 13:44:59,108.024,F
3292,2019-03-05 13:49:59,108.207,H
3293,2019-03-05 13:54:59,105.927,J
3294,2019-03-05 13:59:59,106.324,B
3295,2019-03-05 14:04:59,112.926,I
3296,2019-03-05 14:09:59,105.916,J
3297,2019-03-05 14:14:59,106.261,B
3298,2019-03-05 14:19:59,112.92,I
3299,2019-03-05 14:24:59,108.235,H
3300,2019-03-05 14:29:59,112.917,I
3301,2019-03-05 14:34:59,112.92,I
3302,2019-03-05 14:39:59,101.769,C
3303,2019-03-05 14:44:59,105.927,J
3304,2019-03-05 14:49:59,102.18,A
3305,2019-03-05 14:54:59,108.248,H
3306,2019-03-05 14:59:59,105.961,J
3307,2019-03-05 15:04:59,108.25,H
3308,2019-03-05 15:09:59,105.902,J
3309,2019-03-05 15:14:59,101.765,C
3310,2019-03-05 15:19:59,108.238,H
3311,2019-03-05 15:24:59,101.774,C
3312,2019-03-05 15:29:59,106.328,B
3313,2019-03-05 15:34:59,106.301,B
3314,2019-03-05 15:39:59,105.906,J
3315,2019-03-05 15:44:59,100.759,E
3316,2019-03-05 15:49:59,105.937,J
3317,2019-03-05 15:54:59,103.466,G
3318,2019-03-05 15:59:59,105.97,J
3319,2019-03-05 16:04:59,103.47,G
3320,2019-03-05 16:09:59,100.766,E
3321,2019-03-05 16:14:59,105.943,J
3322,2019-03-05 16:19:59,106.373,B
3323,2019-03-05 16:24:59,100.759,E
3324,2019-03-05 16:29:59,100.757,E
3325,2019-03-05 16:34:59,105.963,J
3326,2019-03-05 16:39:59,105.957,J
3327,2019-03-05 16:44:59,105.959,J
3328,2019-03-05 16:49:58,102.201,A
3329,2019-03-05 16:54:59,108.277,H
3330,2019-03-05 16:59:59,100.751,E
3331,2019-03-06 07:09:58,106.006,J
3332,2019-03-06 07:14:59,101.891,C
3333,2019-03-06 07:19:59,106.061,J
3334,2019-03-06 07:24:59,108.341,H
3335,2019-03-06 07:29:59,106.507,B
3336,2019-03-06 07:34:59,106.477,B
3337,2019-03-06 07:39:59,108.329,H
3338,2019-03-06 07:44:59,106.071,J
3339,2019-03-06 07:49:59,108.387,F
3340,2019-03-06 07:54:59,108.348,H
3341,2019-03-06 07:59:59,106.637,B
3342,2019-03-06 08:04:59,101.956,C
3343,2019-03-06 08:09:59,106.782,B
3344,2019-03-06 08:14:59,106.78,B
3345,2019-03-06 08:19:59,108.358,H
3346,2019-03-06 08:24:59,113.006,I
3347,2019-03-06 08:29:59,101.951,C
3348,2019-03-06 08:34:59,108.349,H
3349,2019-03-06 08:39:59,106.075,J
3350,2019-03-06 08:44:59,108.363,H
3351,2019-03-06 08:49:59,101.974,C
3352,2019-03-06 08:54:59,106.143,J
3353,2019-03-06 08:59:59,106.149,J
3354,2019-03-06 09:04:59,103.601,G
3355,2019-03-06 09:09:59,102.018,C
3356,2019-03-06 09:14:59,103.596,G
3357,2019-03-06 09:19:59,101.987,C
3358,2019-03-06 09:24:59,103.582,G
3359,2019-03-06 09:29:59,106.125,J
3360,2019-03-06 09:34:59,125.596,K
3361,2019-03-06 09:39:59,106.112,J
3362,2019-03-06 09:44:59,106.111,J
3363,2019-03-06 09:49:59,106.103,J
3364,2019-03-06 09:54:59,106.643,B
3365,2019-03-06 09:59:59,112.984,I
3366,2019-03-06 10:04:59,108.426,F
3367,2019-03-06 10:09:59,103.544,G
3368,2019-03-06 10:14:59,106.057,J
3369,2019-03-06 10:19:59,106.086,J
3370,2019-03-06 10:24:59,103.559,G
3371,2019-03-06 10:29:59,106.092,J
3372,2019-03-06 10:34:59,106.092,J
3373,2019-03-06 10:39:59,108.407,F
3374,2019-03-06 10:44:59,106.073,J
3375,2019-03-06 10:49:59,108.334,H
3376,2019-03-06 10:54:59,106.065,J
3377,2019-03-06 10:59:59,108.338,F
3378,2019-03-06 11:04:59,102.28,A
3379,2019-03-06 11:09:59,106.037,J
3380,2019-03-06 11:14:59,106.042,J
3381,2019-03-06 11:19:59,108.329,H
3382,2019-03-06 11:24:59,106.64,B
3383,2019-03-06 11:29:59,102.314,A
3384,2019-03-06 11:34:59,108.322,H
3385,2019-03-06 11:39:59,101.938,C
3386,2019-03-06 11:44:59,106.581,B
3387,2019-03-06 11:49:59,112.959,I
3388,2019-03-06 11:54:59,101.944,C
3389,2019-03-06 11:59:59,112.967,I
3390,2019-03-06 12:04:59,125.553,K
3391,2019-03-06 12:09:59,112.964,I
3392,2019-03-06 12:14:59,106.081,J
3393,2019-03-06 12:19:59,106.613,B
3394,2019-03-06 12:24:59,103.545,G
3395,2019-03-06 12:29:59,106.117,J
3396,2019-03-06 12:34:59,103.552,G
3397,2019-03-06 12:39:59,112.971,I
3398,2019-03-06 12:44:59,108.331,H
3399,2019-03-06 12:49:59,108.39,F
3400,2019-03-06 12:54:59,106.085,J
3401,2019-03-06 12:59:59,108.335,H
3402,2019-03-06 13:04:59,112.973,I
3403,2019-03-06 13:09:59,101.964,C
3404,2019-03-06 13:14:59,101.957,C
3405,2019-03-06 13:19:59,101.945,C
3406,2019-03-06 13:24:59,103.524,G
3407,2019-03-06 13:29:59,106.01,J
3408,2019-03-06 13:34:59,103.574,G
3409,2019-03-06 13:39:59,112.98,I
3410,2019-03-06 13:44:59,106.046,J
3411,2019-03-06 13:49:59,106.066,J
3412,2019-03-06 13:54:59,103.56,G
3413,2019-03-06 13:59:59,125.604,K
3414,2019-03-06 14:04:59,113.002,I
3415,2019-03-06 14:09:59,125.632,K
3416,2019-03-06 14:14:59,100.815,E
3417,2019-03-06 14:19:59,102.049,C
3418,2019-03-06 14:24:59,106.85,B
3419,2019-03-06 14:29:59,102.071,C
3420,2019-03-06 14:34:58,106.219,J
3421,2019-03-06 14:39:59,108.441,H
3422,2019-03-06 14:44:59,106.265,J
3423,2019-03-06 14:49:58,113.062,I
3424,2019-03-06 14:54:59,125.708,K
3425,2019-03-06 14:59:59,102.143,C
3426,2019-03-06 15:04:59,107.078,B
3427,2019-03-06 15:09:59,107.129,B
3428,2019-03-06 15:14:59,102.496,A
3429,2019-03-06 15:19:59,106.307,J
3430,2019-03-06 15:24:59,106.279,J
3431,2019-03-06 15:29:59,108.47,H
3432,2019-03-06 15:34:59,108.473,H
3433,2019-03-06 15:39:59,102.138,C
3434,2019-03-06 15:44:59,108.481,H
3435,2019-03-06 15:49:59,125.724,K
3436,2019-03-06 15:54:59,100.863,E
3437,2019-03-06 15:59:59,108.487,H
3438,2019-03-06 16:04:59,106.289,J
3439,2019-03-06 16:09:59,113.099,I
3440,2019-03-06 16:14:59,108.709,F
3441,2019-03-06 16:19:59,106.301,J
3442,2019-03-06 16:24:59,113.107,I
3443,2019-03-06 16:29:59,108.706,F
3444,2019-03-06 16:34:59,125.745,K
3445,2019-03-06 16:39:59,106.308,J
3446,2019-03-06 16:44:59,102.209,C
3447,2019-03-06 16:49:59,106.306,J
3448,2019-03-06 16:54:59,102.583,A
3449,2019-03-06 16:59:59,113.117,I
3450,2019-03-07 07:09:59,103.758,G
3451,2019-03-07 07:14:59,113.102,I
3452,2019-03-07 07:19:59,102.621,A
3453,2019-03-07 07:24:59,106.386,J
3454,2019-03-07 07:29:59,108.554,H
3455,2019-03-07 07:34:59,113.112,I
3456,2019-03-07 07:39:59,106.306,J
3457,2019-03-07 07:44:59,106.286,J
3458,2019-03-07 07:49:59,103.702,G
3459,2019-03-07 07:54:59,125.699,K
3460,2019-03-07 07:59:59,100.859,E
3461,2019-03-07 08:04:59,103.661,G
3462,2019-03-07 08:09:59,106.933,B
3463,2019-03-07 08:14:59,125.655,K
3464,2019-03-07 08:19:59,106.251,J
3465,2019-03-07 08:24:59,113.05,I
3466,2019-03-07 08:29:59,102.124,C
3467,2019-03-07 08:34:59,106.965,B
3468,2019-03-07 08:39:59,106.948,B
3469,2019-03-07 08:44:59,103.669,G
3470,2019-03-07 08:49:59,106.282,J
3471,2019-03-07 08:54:59,106.974,B
3472,2019-03-07 08:59:59,106.237,J
3473,2019-03-07 09:04:59,100.85,E
3474,2019-03-07 09:09:59,102.459,A
3475,2019-03-07 09:14:59,106.219,J
3476,2019-03-07 09:19:59,103.634,G
3477,2019-03-07 09:24:59,103.615,G
3478,2019-03-07 09:29:59,106.171,J
3479,2019-03-07 09:34:59,106.176,J
3480,2019-03-07 09:39:59,106.193,J
3481,2019-03-07 09:44:59,108.427,H
3482,2019-03-07 09:49:59,125.641,K
3483,2019-03-07 09:54:59,108.41,H
3484,2019-03-07 09:59:59,108.417,H
3485,2019-03-07 10:04:59,108.407,H
3486,2019-03-07 10:09:59,125.618,K
3487,2019-03-07 10:14:59,108.388,H
3488,2019-03-07 10:19:59,106.11,J
3489,2019-03-07 10:24:59,102.001,C
3490,2019-03-07 10:29:59,106.11,J
3491,2019-03-07 10:34:59,108.365,H
3492,2019-03-07 10:39:59,125.574,K
3493,2019-03-07 10:44:59,108.435,F
3494,2019-03-07 10:49:59,108.361,H
3495,2019-03-07 10:54:59,103.542,G
3496,2019-03-07 10:59:59,101.955,C
3497,2019-03-07 11:04:59,108.34,H
3498,2019-03-07 11:09:59,108.349,H
3499,2019-03-07 11:14:59,112.965,I
3500,2019-03-07 11:19:59,108.334,H
3501,2019-03-07 11:24:59,101.967,C
3502,2019-03-07 11:29:59,100.798,E
3503,2019-03-07 11:34:58,101.967,C
3504,2019-03-07 11:39:59,106.068,J
3505,2019-03-07 11:44:59,108.368,H
3506,2019-03-07 11:49:59,102.378,A
3507,2019-03-07 11:54:59,106.112,J
3508,2019-03-07 11:59:59,108.398,H
3509,2019-03-07 12:04:59,106.166,J
3510,2019-03-07 12:09:59,106.169,J
3511,2019-03-07 12:14:59,100.822,E
3512,2019-03-07 12:19:59,102.437,A
3513,2019-03-07 12:24:59,108.524,F
3514,2019-03-07 12:29:59,106.787,B
3515,2019-03-07 12:34:59,108.428,H
3516,2019-03-07 12:39:59,106.77,B
3517,2019-03-07 12:44:59,100.832,E
3518,2019-03-07 12:49:59,107.024,B
3519,2019-03-07 12:54:59,106.355,J
3520,2019-03-07 12:59:59,107.172,B
3521,2019-03-07 13:04:59,125.755,K
3522,2019-03-07 13:09:59,108.888,F
3523,2019-03-07 13:14:59,108.612,H
3524,2019-03-07 13:19:59,125.807,K
3525,2019-03-07 13:24:59,103.81,G
3526,2019-03-07 13:29:59,101.0,E
3527,2019-03-07 13:34:59,107.494,B
3528,2019-03-07 13:39:59,103.918,G
3529,2019-03-07 13:44:59,113.328,I
3530,2019-03-07 13:49:59,101.077,E
3531,2019-03-07 13:54:59,104.063,G
3532,2019-03-07 13:59:59,113.369,I
3533,2019-03-07 14:04:59,106.864,J
3534,2019-03-07 14:09:59,106.857,J
3535,2019-03-07 14:14:59,103.003,A
3536,2019-03-07 14:19:59,108.896,H
3537,2019-03-07 14:24:59,106.919,J
3538,2019-03-07 14:29:59,106.922,J
3539,2019-03-07 14:34:59,106.935,J
3540,2019-03-07 14:39:59,113.4,I
3541,2019-03-07 14:44:59,113.413,I
3542,2019-03-07 14:49:59,104.12,G
3543,2019-03-07 14:54:59,108.167,B
3544,2019-03-07 14:59:59,102.824,C
3545,2019-03-07 15:04:59,109.543,F
3546,2019-03-07 15:09:59,109.581,F
3547,2019-03-07 15:14:59,101.135,E
3548,2019-03-07 15:19:59,107.101,J
3549,2019-03-07 15:24:59,113.466,I
3550,2019-03-07 15:29:59,101.138,E
3551,2019-03-07 15:34:58,107.077,J
3552,2019-03-07 15:39:59,102.878,C
3553,2019-03-07 15:44:59,101.141,E
3554,2019-03-07 15:49:59,103.125,A
3555,2019-03-07 15:54:59,113.449,I
3556,2019-03-07 15:59:59,108.276,B
3557,2019-03-07 16:04:59,108.242,B
3558,2019-03-07 16:09:59,107.003,J
3559,2019-03-07 16:14:59,107.023,J
3560,2019-03-07 16:19:59,103.142,A
3561,2019-03-07 16:24:59,126.194,K
3562,2019-03-07 16:29:59,108.375,B
3563,2019-03-07 16:34:59,126.189,K
3564,2019-03-07 16:39:59,104.221,G
3565,2019-03-07 16:44:59,107.082,J
3566,2019-03-07 16:49:59,113.467,I
3567,2019-03-07 16:54:59,104.238,G
3568,2019-03-07 16:59:59,107.098,J
3569,2019-03-08 07:09:59,107.114,J
3570,2019-03-08 07:14:59,108.551,B
3571,2019-03-08 07:19:59,108.988,H
3572,2019-03-08 07:24:59,102.854,C
3573,2019-03-08 07:29:59,108.42,B
3574,2019-03-08 07:34:59,102.823,C
3575,2019-03-08 07:39:59,126.18,K
3576,2019-03-08 07:44:59,126.182,K
3577,2019-03-08 07:49:59,107.036,J
3578,2019-03-08 07:54:59,107.017,J
3579,2019-03-08 07:59:59,101.112,E
3580,2019-03-08 08:04:59,126.121,K
3581,2019-03-08 08:09:59,106.931,J
3582,2019-03-08 08:14:59,104.128,G
3583,2019-03-08 08:19:59,102.759,C
3584,2019-03-08 08:24:58,106.908,J
3585,2019-03-08 08:29:59,108.123,B
3586,2019-03-08 08:34:59,113.355,I
3587,2019-03-08 08:39:59,101.066,E
3588,2019-03-08 08:44:59,106.874,J
3589,2019-03-08 08:49:59,109.375,F
3590,2019-03-08 08:54:59,106.863,J
3591,2019-03-08 08:59:59,108.053,B
3592,2019-03-08 09:04:59,106.884,J
3593,2019-03-08 09:09:59,108.021,B
3594,2019-03-08 09:14:59,108.055,B
3595,2019-03-08 09:19:59,104.09,G
3596,2019-03-08 09:24:59,103.035,A
3597,2019-03-08 09:29:59,101.049,E
3598,2019-03-08 09:34:59,106.898,J
3599,2019-03-08 09:39:59,109.379,F
3600,2019-03-08 09:44:59,104.055,G
3601,2019-03-08 09:49:59,106.856,J
3602,2019-03-08 09:54:59,106.882,J
3603,2019-03-08 09:59:59,109.422,F
3604,2019-03-08 10:04:59,113.29,I
3605,2019-03-08 10:09:59,106.793,J
3606,2019-03-08 10:14:59,109.285,F
3607,2019-03-08 10:19:58,106.767,J
3608,2019-03-08 10:24:59,102.638,C
3609,2019-03-08 10:29:59,106.752,J
3610,2019-03-08 10:34:59,113.282,I
3611,2019-03-08 10:39:59,106.754,J
3612,2019-03-08 10:44:59,106.765,J
3613,2019-03-08 10:49:59,109.246,F
3614,2019-03-08 10:54:59,113.278,I
3615,2019-03-08 10:59:59,113.267,I
3616,2019-03-08 11:04:59,102.621,C
3617,2019-03-08 11:09:59,106.778,J
3618,2019-03-08 11:14:59,104.025,G
3619,2019-03-08 11:19:59,102.656,C
3620,2019-03-08 11:24:59,106.814,J
3621,2019-03-08 11:29:59,106.844,J
3622,2019-03-08 11:34:59,125.981,K
3623,2019-03-08 11:39:59,107.895,B
3624,2019-03-08 11:44:59,101.036,E
3625,2019-03-08 11:49:59,113.334,I
3626,2019-03-08 11:54:59,108.0,B
3627,2019-03-08 11:59:59,106.902,J
3628,2019-03-08 12:04:59,109.355,F
3629,2019-03-08 12:09:59,106.892,J
3630,2019-03-08 12:14:59,103.079,A
3631,2019-03-08 12:19:59,104.103,G
3632,2019-03-08 12:24:59,106.912,J
3633,2019-03-08 12:29:59,126.029,K
3634,2019-03-08 12:34:59,106.939,J
3635,2019-03-08 12:39:59,106.919,J
3636,2019-03-08 12:44:59,106.907,J
3637,2019-03-08 12:49:59,106.912,J
3638,2019-03-08 12:54:59,113.31,I
3639,2019-03-08 12:59:59,108.084,B
3640,2019-03-08 13:04:59,101.033,E
3641,2019-03-08 13:09:59,106.929,J
3642,2019-03-08 13:14:59,102.804,C
3643,2019-03-08 13:19:59,109.386,F
3644,2019-03-08 13:24:59,106.923,J
3645,2019-03-08 13:29:59,113.305,I
3646,2019-03-08 13:34:59,106.916,J
3647,2019-03-08 13:39:59,104.092,G
3648,2019-03-08 13:44:59,108.214,B
3649,2019-03-08 13:49:59,125.992,K
3650,2019-03-08 13:54:59,104.081,G
3651,2019-03-08 13:59:59,106.909,J
3652,2019-03-08 14:04:59,106.97,J
3653,2019-03-08 14:09:59,108.345,B
3654,2019-03-08 14:14:59,108.312,B
3655,2019-03-08 14:19:59,106.951,J
3656,2019-03-08 14:24:59,108.864,H
3657,2019-03-08 14:29:59,102.822,C
3658,2019-03-08 14:34:59,108.266,B
3659,2019-03-08 14:39:59,108.856,H
3660,2019-03-08 14:44:59,108.857,H
3661,2019-03-08 14:49:59,113.31,I
3662,2019-03-08 14:54:59,109.404,F
3663,2019-03-08 14:59:59,113.308,I
3664,2019-03-08 15:04:59,109.427,F
3665,2019-03-08 15:09:59,106.946,J
3666,2019-03-08 15:14:59,106.952,J
3667,2019-03-08 15:19:59,106.944,J
3668,2019-03-08 15:24:59,106.964,J
3669,2019-03-08 15:29:59,102.805,C
3670,2019-03-08 15:34:59,126.033,K
3671,2019-03-08 15:39:59,104.127,G
3672,2019-03-08 15:44:59,106.95,J
3673,2019-03-08 15:49:59,113.322,I
3674,2019-03-08 15:54:59,108.863,H
3675,2019-03-08 15:59:59,101.028,E
3676,2019-03-08 16:04:59,108.876,H
3677,2019-03-08 16:09:59,104.136,G
3678,2019-03-08 16:14:59,102.832,C
3679,2019-03-08 16:19:59,108.887,H
3680,2019-03-08 16:24:59,106.969,J
3681,2019-03-08 16:29:59,108.312,B
3682,2019-03-08 16:34:59,109.489,F
3683,2019-03-08 16:39:59,103.108,A
3684,2019-03-08 16:44:59,109.502,F
3685,2019-03-08 16:49:59,126.048,K
3686,2019-03-08 16:54:59,103.132,A
3687,2019-03-08 16:59:59,109.534,F
3688,2019-03-11 07:09:59,102.832,C
3689,2019-03-11 07:14:59,104.135,G
3690,2019-03-11 07:19:59,104.134,G
3691,2019-03-11 07:24:59,106.975,J
3692,2019-03-11 07:29:59,126.037,K
3693,2019-03-11 07:34:59,113.349,I
3694,2019-03-11 07:39:59,107.041,J
3695,2019-03-11 07:44:59,103.133,A
3696,2019-03-11 07:49:59,106.984,J
3697,2019-03-11 07:54:59,126.011,K
3698,2019-03-11 07:59:59,102.787,C
3699,2019-03-11 08:04:59,108.839,H
3700,2019-03-11 08:09:58,103.072,A
3701,2019-03-11 08:14:59,106.893,J
3702,2019-03-11 08:19:59,109.372,F
3703,2019-03-11 08:24:59,106.895,J
3704,2019-03-11 08:29:59,104.045,G
3705,2019-03-11 08:34:59,104.04,G
3706,2019-03-11 08:39:59,113.285,I
3707,2019-03-11 08:44:59,102.7,C
3708,2019-03-11 08:49:59,113.264,I
3709,2019-03-11 08:54:59,113.253,I
3710,2019-03-11 08:59:59,106.798,J
3711,2019-03-11 09:04:59,102.923,A
3712,2019-03-11 09:09:59,113.246,I
3713,2019-03-11 09:14:59,106.78,J
3714,2019-03-11 09:19:59,106.804,J
3715,2019-03-11 09:24:59,106.791,J
3716,2019-03-11 09:29:59,113.247,I
3717,2019-03-11 09:34:59,106.8,J
3718,2019-03-11 09:39:59,103.997,G
3719,2019-03-11 09:44:59,108.023,B
3720,2019-03-11 09:49:59,106.771,J
3721,2019-03-11 09:54:59,108.738,H
3722,2019-03-11 09:59:59,106.768,J
3723,2019-03-11 10:04:59,106.739,J
3724,2019-03-11 10:09:59,109.22,F
3725,2019-03-11 10:14:59,103.962,G
3726,2019-03-11 10:19:59,102.932,A
3727,2019-03-11 10:24:59,106.772,J
3728,2019-03-11 10:29:59,106.775,J
3729,2019-03-11 10:34:59,102.923,A
3730,2019-03-11 10:39:59,106.77,J
3731,2019-03-11 10:44:59,108.699,H
3732,2019-03-11 10:49:59,106.716,J
3733,2019-03-11 10:54:59,107.815,B
3734,2019-03-11 10:59:59,106.703,J
3735,2019-03-11 11:04:59,102.531,C
3736,2019-03-11 11:09:59,108.678,H
3737,2019-03-11 11:14:59,109.147,F
3738,2019-03-11 11:19:59,102.536,C
3739,2019-03-11 11:24:59,125.836,K
3740,2019-03-11 11:29:59,106.679,J
3741,2019-03-11 11:34:59,109.153,F
3742,2019-03-11 11:39:59,107.911,B
3743,2019-03-11 11:44:59,125.896,K
3744,2019-03-11 11:49:59,106.807,J
3745,2019-03-11 11:54:59,107.971,B
3746,2019-03-11 11:59:59,102.98,A
3747,2019-03-11 12:04:58,106.817,J
3748,2019-03-11 12:09:59,102.993,A
3749,2019-03-11 12:14:59,106.826,J
3750,2019-03-11 12:19:59,109.304,F
3751,2019-03-11 12:24:59,113.255,I
3752,2019-03-11 12:29:59,108.757,H
3753,2019-03-11 12:34:59,100.978,E
3754,2019-03-11 12:39:59,100.975,E
3755,2019-03-11 12:44:59,107.986,B
3756,2019-03-11 12:49:59,113.25,I
3757,2019-03-11 12:54:59,108.777,H
3758,2019-03-11 12:59:59,125.952,K
3759,2019-03-11 13:04:59,108.803,H
3760,2019-03-11 13:09:59,125.977,K
3761,2019-03-11 13:14:59,113.269,I
3762,2019-03-11 13:19:59,113.293,I
3763,2019-03-11 13:24:59,108.277,B
3764,2019-03-11 13:29:59,103.15,A
3765,2019-03-11 13:34:59,108.83,H
3766,2019-03-11 13:39:59,103.201,A
3767,2019-03-11 13:44:58,113.291,I
3768,2019-03-11 13:49:59,113.285,I
3769,2019-03-11 13:54:58,107.022,J
3770,2019-03-11 13:59:59,107.029,J
3771,2019-03-11 14:04:59,102.907,C
3772,2019-03-11 14:09:59,109.569,F
3773,2019-03-11 14:14:59,107.094,J
3774,2019-03-11 14:19:59,101.009,E
3775,2019-03-11 14:24:59,109.58,F
3776,2019-03-11 14:29:59,109.52,F
3777,2019-03-11 14:34:59,107.052,J
3778,2019-03-11 14:39:59,103.227,A
3779,2019-03-11 14:44:59,108.868,H
3780,2019-03-11 14:49:59,100.999,E
3781,2019-03-11 14:54:59,113.274,I
3782,2019-03-11 14:59:59,107.018,J
3783,2019-03-11 15:04:59,107.002,J
3784,2019-03-11 15:09:59,100.994,E
3785,2019-03-11 15:14:59,107.01,J
3786,2019-03-11 15:19:59,108.86,H
3787,2019-03-11 15:24:59,107.008,J
3788,2019-03-11 15:29:59,102.905,C
3789,2019-03-11 15:34:59,109.544,F
3790,2019-03-11 15:39:59,107.002,J
3791,2019-03-11 15:44:59,126.018,K
3792,2019-03-11 15:49:59,106.986,J
3793,2019-03-11 15:54:59,106.973,J
3794,2019-03-11 15:59:59,102.86,C
3795,2019-03-11 16:04:59,113.269,I
3796,2019-03-11 16:09:59,106.953,J
3797,2019-03-11 16:14:59,108.856,H
3798,2019-03-11 16:19:59,108.375,B
3799,2019-03-11 16:24:59,100.977,E
3800,2019-03-11 16:29:59,104.124,G
3801,2019-03-11 16:34:59,100.975,E
3802,2019-03-11 16:39:59,103.136,A
3803,2019-03-11 16:44:59,100.97,E
3804,2019-03-11 16:49:59,106.962,J
3805,2019-03-11 16:54:59,102.848,C
3806,2019-03-11 16:59:59,113.255,I
3807,2019-03-12 07:09:59,102.796,C
3808,2019-03-12 07:14:59,106.895,J
3809,2019-03-12 07:19:59,113.242,I
3810,2019-03-12 07:24:59,106.913,J
3811,2019-03-12 07:29:59,106.887,J
3812,2019-03-12 07:34:59,125.982,K
3813,2019-03-12 07:39:59,103.092,A
3814,2019-03-12 07:44:59,108.131,B
3815,2019-03-12 07:49:58,108.811,H
3816,2019-03-12 07:54:59,103.066,A
3817,2019-03-12 07:59:59,106.866,J
3818,2019-03-12 08:04:59,106.856,J
3819,2019-03-12 08:09:59,108.205,B
3820,2019-03-12 08:14:59,106.886,J
3821,2019-03-12 08:19:59,106.864,J
3822,2019-03-12 08:24:59,125.939,K
3823,2019-03-12 08:29:59,100.952,E
3824,2019-03-12 08:34:59,102.713,C
3825,2019-03-12 08:39:59,113.165,I
3826,2019-03-12 08:44:59,125.929,K
3827,2019-03-12 08:49:59,102.711,C
3828,2019-03-12 08:54:59,113.149,I
3829,2019-03-12 08:59:59,108.089,B
3830,2019-03-12 09:04:59,113.149,I
3831,2019-03-12 09:09:59,102.688,C
3832,2019-03-12 09:14:59,106.774,J
3833,2019-03-12 09:19:59,108.761,H
3834,2019-03-12 09:24:59,106.754,J
3835,2019-03-12 09:29:59,106.75,J
3836,2019-03-12 09:34:59,109.278,F
3837,2019-03-12 09:39:59,102.982,A
3838,2019-03-12 09:44:59,100.942,E
3839,2019-03-12 09:49:59,106.822,J
3840,2019-03-12 09:54:59,106.813,J
3841,2019-03-12 09:59:59,108.2,B
3842,2019-03-12 10:04:59,108.768,H
3843,2019-03-12 10:09:59,113.176,I
3844,2019-03-12 10:14:59,103.038,A
3845,2019-03-12 10:19:59,102.728,C
3846,2019-03-12 10:24:59,125.929,K
3847,2019-03-12 10:29:58,100.955,E
3848,2019-03-12 10:34:59,109.382,F
3849,2019-03-12 10:39:59,104.066,G
3850,2019-03-12 10:44:59,113.207,I
3851,2019-03-12 10:49:59,106.862,J
3852,2019-03-12 10:54:59,102.78,C
3853,2019-03-12 10:59:59,104.046,G
3854,2019-03-12 11:04:59,108.786,H
3855,2019-03-12 11:09:59,102.738,C
3856,2019-03-12 11:14:59,113.173,I
3857,2019-03-12 11:19:59,108.798,H
3858,2019-03-12 11:24:59,106.878,J
3859,2019-03-12 11:29:59,108.797,H
3860,2019-03-12 11:34:59,103.033,A
3861,2019-03-12 11:39:59,108.792,H
3862,2019-03-12 11:44:59,103.02,A
3863,2019-03-12 11:49:59,106.872,J
3864,2019-03-12 11:54:59,109.375,F
3865,2019-03-12 11:59:59,106.824,J
3866,2019-03-12 12:04:59,106.822,J
3867,2019-03-12 12:09:59,106.819,J
3868,2019-03-12 12:14:59,106.812,J
3869,2019-03-12 12:19:59,104.023,G
3870,2019-03-12 12:24:59,104.024,G
3871,2019-03-12 12:29:59,106.796,J
3872,2019-03-12 12:34:59,103.018,A
3873,2019-03-12 12:39:59,113.179,I
3874,2019-03-12 12:44:59,100.953,E
3875,2019-03-12 12:49:59,102.731,C
3876,2019-03-12 12:54:59,113.173,I
3877,2019-03-12 12:59:59,109.342,F
3878,2019-03-12 13:04:59,104.037,G
3879,2019-03-12 13:09:59,103.022,A
3880,2019-03-12 13:14:59,108.275,B
3881,2019-03-12 13:19:59,125.912,K
3882,2019-03-12 13:24:59,106.821,J
3883,2019-03-12 13:29:59,104.038,G
3884,2019-03-12 13:34:59,106.812,J
3885,2019-03-12 13:39:59,100.94,E
3886,2019-03-12 13:44:59,108.111,B
3887,2019-03-12 13:49:59,104.041,G
3888,2019-03-12 13:54:59,108.088,B
3889,2019-03-12 13:59:59,108.774,H
3890,2019-03-12 14:04:59,113.169,I
3891,2019-03-12 14:09:59,108.13,B
3892,2019-03-12 14:14:59,106.791,J
3893,2019-03-12 14:19:59,109.287,F
3894,2019-03-12 14:24:59,108.048,B
3895,2019-03-12 14:29:59,113.149,I
3896,2019-03-12 14:34:59,106.729,J
3897,2019-03-12 14:39:59,106.723,J
3898,2019-03-12 14:44:59,106.734,J
3899,2019-03-12 14:49:59,113.128,I
3900,2019-03-12 14:54:59,108.006,B
3901,2019-03-12 14:59:59,109.264,F
3902,2019-03-12 15:04:59,106.759,J
3903,2019-03-12 15:09:59,113.133,I
3904,2019-03-12 15:14:59,100.919,E
3905,2019-03-12 15:19:59,103.976,G
3906,2019-03-12 15:24:59,102.652,C
3907,2019-03-12 15:29:59,108.73,H
3908,2019-03-12 15:34:59,106.73,J
3909,2019-03-12 15:39:59,103.976,G
3910,2019-03-12 15:44:59,108.037,B
3911,2019-03-12 15:49:59,106.709,J
3912,2019-03-12 15:54:59,125.834,K
3913,2019-03-12 15:59:59,103.996,G
3914,2019-03-12 16:04:59,102.97,A
3915,2019-03-12 16:09:59,102.676,C
3916,2019-03-12 16:14:58,108.727,H
3917,2019-03-12 16:19:59,102.972,A
3918,2019-03-12 16:24:59,103.988,G
3919,2019-03-12 16:29:59,106.754,J
3920,2019-03-12 16:34:59,103.985,G
3921,2019-03-12 16:39:59,125.844,K
3922,2019-03-12 16:44:59,125.849,K
